"id","Latitude","Longitude","UniqueSquirrelID","Shift","Date","Age","Primary_Fur_Color","Location","SpecificLocation","OtherActivities","Running","Chasing","Climbing","Eating","Foraging","Kuks","Quaas","Moans","TailFlags","TailTwitches","Approaches","Indifferent","RunsFrom"
"10501","40.7753897331918","-73.9756976076707","10A-PM-1014-01","PM","2018-10-14","Adult","Gray","Ground Plane","in b/w trees","","false","false","false","false","true","false","false","false","false","true","false","true","false"
"10502","40.7890381809441","-73.9662438996681","28A-PM-1007-05","PM","2018-10-07","Adult","Cinnamon","Ground Plane","","","true","false","false","false","true","false","false","false","false","true","false","false","true"
"10503","40.7820818516957","-73.9643153920428","22F-PM-1014-05","PM","2018-10-14","Adult","Gray","Ground Plane","","","false","false","false","false","false","false","false","false","false","false","false","false","false"
"10504","40.7757957380463","-73.9742073452913","12B-AM-1007-01","AM","2018-10-07","Adult","Gray","Ground Plane","","","false","true","false","false","false","false","false","false","true","false","false","true","false"
"10505","40.7813911036179","-73.9716147061553","18A-PM-1018-01","PM","2018-10-18","Adult","Gray","Above Ground","","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10506","40.7902561000937","-73.9565700386162","33H-AM-1019-02","AM","2018-10-19","Juvenile","Gray","Ground Plane","","wrestling with mother","false","false","false","false","false","false","false","false","false","false","false","false","false"
"10507","40.7928711760061","-73.9535410657077","36H-PM-1008-02","PM","2018-10-08","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10508","40.7891774637988","-73.9639159298446","29C-AM-1007-06","AM","2018-10-07","Adult","Gray","Ground Plane","","","true","false","false","false","false","false","false","false","false","false","false","false","true"
"10509","40.7959337795027","-73.9579564338627","38C-PM-1014-09","PM","2018-10-14","Adult","Black","Ground Plane","","","false","false","false","true","false","false","false","false","false","false","true","false","false"
"10510","40.7892508428622","-73.9574648097543","31H-PM-1008-02","PM","2018-10-08","Juvenile","Gray","Above Ground","","","true","false","true","false","false","false","false","false","false","true","false","true","false"
"10511","40.7705999588222","-73.970252675331","8H-AM-1017-06","AM","2018-10-17","Adult","Gray","Above Ground","","","false","true","false","true","false","false","false","false","false","false","false","true","false"
"10512","40.7918613498407","-73.9579645940414","34F-AM-1007-01","AM","2018-10-07","Adult","Gray","Above Ground","","","true","false","true","false","false","false","false","false","false","false","false","false","true"
"10513","40.7749505252981","-73.9673253417305","13H-PM-1010-02","PM","2018-10-10","Adult","Gray","Above Ground","tree","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10514","40.7905847332369","-73.9595933195409","32E-AM-1007-13","AM","2018-10-07","Adult","Gray","Above Ground","","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10515","40.793779699421","-73.9602222116708","35C-AM-1007-05","AM","2018-10-07","Adult","Gray","Above Ground","","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10516","40.7942883045566","-73.9602609920814","35C-PM-1013-03","PM","2018-10-13","","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","false","true"
"10517","40.779249873647","-73.9680635070949","17E-AM-1017-05","AM","2018-10-17","Adult","Black","Above Ground","Branch","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10518","40.7686905339212","-73.9801666435401","2B-PM-1013-01","PM","2018-10-13","Adult","Gray","Ground Plane","","running (with nut)","true","false","false","false","false","false","false","false","false","false","false","false","false"
"10519","40.7813477352507","-73.9675634326877","19D-AM-1007-01","AM","2018-10-07","Juvenile","Gray","Ground Plane","","","false","false","true","true","false","false","false","false","false","false","false","false","false"
"10520","40.7982886348696","-73.9584970643213","40B-AM-1019-03","AM","2018-10-19","Juvenile","Gray","Ground Plane","","","true","true","false","false","false","false","false","false","false","true","true","false","false"
"10521","40.7681954366911","-73.9760298241178","3E-PM-1008-07","PM","2018-10-08","Adult","Gray","Ground Plane","","","false","false","false","true","true","false","false","false","false","false","false","true","false"
"10522","40.7972399133816","-73.9568802149818","39C-PM-1006-01","PM","2018-10-06","Adult","Gray","Ground Plane","","","true","false","false","false","true","false","false","false","false","false","false","true","false"
"10523","40.7690526441109","-73.9724642436394","6G-AM-1008-02","AM","2018-10-08","Juvenile","Gray","Ground Plane","bush","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10524","40.7760432720017","-73.9690175838534","14F-AM-1007-05","AM","2018-10-07","Juvenile","Gray","Ground Plane","","","false","false","false","true","false","false","false","false","false","false","false","true","false"
"10525","40.7690280985956","-73.9704082821356","6I-PM-1013-06","PM","2018-10-13","Adult","Gray","Ground Plane","","playing with #5","false","false","false","false","false","false","false","false","false","true","false","false","false"
"10526","40.7768811640021","-73.9684910712272","15F-PM-1010-05","PM","2018-10-10","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10527","40.7735232648872","-73.9768674812942","8B-PM-1012-02","PM","2018-10-12","Adult","Gray","Ground Plane","hiding in bushes","","false","false","false","false","true","false","false","false","false","false","false","false","true"
"10528","40.7698885241349","-73.9797084866613","3A-PM-1017-06","PM","2018-10-17","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","false","true"
"10529","40.7923130402793","-73.952819267977","36I-AM-1017-02","AM","2018-10-17","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10530","40.7692602628745","-73.9745630038492","5E-AM-1008-06","AM","2018-10-08","Adult","Cinnamon","Ground Plane","","","true","false","false","false","false","false","false","false","false","false","true","false","false"
"10531","40.7903365788694","-73.9595002339508","32E-PM-1017-13","PM","2018-10-17","Adult","Gray","","","","false","false","false","true","true","false","false","false","false","false","false","true","false"
"10532","40.7689486657963","-73.9741824992294","5F-PM-1007-03","PM","2018-10-07","Adult","Gray","Ground Plane","","hiding nut","false","false","false","false","false","false","false","false","false","true","false","true","false"
"10533","40.7761393551781","-73.9749243901189","11B-PM-1014-05","PM","2018-10-14","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10534","40.7780143443779","-73.968381325559","16E-PM-1018-06","PM","2018-10-18","Adult","Cinnamon","Ground Plane","On a rock","","false","false","false","false","true","false","false","false","false","true","false","true","false"
"10535","40.7755898126674","-73.9694240327509","13F-AM-1007-02","AM","2018-10-07","Adult","Cinnamon","","","","false","false","false","true","true","false","false","false","false","false","false","true","false"
"10536","40.7828364735236","-73.9689000978955","20B-PM-1013-10","PM","2018-10-13","Adult","Gray","Ground Plane","","drank from a pond of rain water","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10537","40.7696753655986","-73.9804528867547","3A-PM-1017-05","PM","2018-10-17","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","false","false"
"10538","40.7873862510001","-73.9576245992455","29H-PM-1006-01","PM","2018-10-06","Adult","Gray","Above Ground","","sitting","false","false","true","false","false","false","false","false","false","false","false","true","false"
"10539","40.7845098131567","-73.9666007935638","23C-PM-1014-03","PM","2018-10-14","Adult","Gray","Above Ground","","chasing (#4 across trees)","false","true","false","false","false","false","false","false","false","false","false","false","false"
"10540","40.7922645521905","-73.96148483609","33C-PM-1007-03","PM","2018-10-07","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","true","false","true","false"
"10541","40.7947639241491","-73.9546654184146","38G-PM-1020-09","PM","2018-10-20","Adult","Gray","Ground Plane","","","false","false","false","true","true","false","false","false","true","false","false","true","false"
"10542","40.7768804702473","-73.9667114027214","16G-PM-1017-01","PM","2018-10-17","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10543","40.7921822457613","-73.9530035564643","36I-PM-1007-07","PM","2018-10-07","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10544","40.7951278622399","-73.9615696577673","35A-AM-1014-03","AM","2018-10-14","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10545","40.7883840104749","-73.964474836001","28C-PM-1006-01","PM","2018-10-06","Adult","Gray","Ground Plane","","gathering acorns","false","false","false","false","false","false","false","false","true","false","false","false","true"
"10546","40.7914829661051","-73.9610705592868","32D-AM-1013-06","AM","2018-10-13","Adult","Cinnamon","Ground Plane","","eating (a mushroom),circles around us,really fat,scratching himself,grooming activity","true","false","false","true","true","false","false","false","false","true","true","false","false"
"10547","40.7845301288163","-73.9688454483585","22A-AM-1008-05","AM","2018-10-08","Adult","Gray","Above Ground","trash can","","false","false","false","true","false","false","false","false","true","false","false","false","true"
"10548","40.7980959471034","-73.9578237168359","40B-PM-1014-06","PM","2018-10-14","Adult","Gray","Ground Plane","","","true","false","false","false","false","false","false","false","false","false","false","true","false"
"10549","40.7809719445309","-73.9688271202401","19C-PM-1018-01","PM","2018-10-18","Adult","Gray","Ground Plane","","","true","true","false","true","false","false","false","false","false","true","false","true","false"
"10550","40.7944585082367","-73.9617088749928","35A-PM-1013-06","PM","2018-10-13","Adult","Cinnamon","Ground Plane","","","true","false","false","false","false","false","false","false","false","false","false","false","true"
"10551","40.7766530579293","-73.9701824825872","14E-AM-1008-09","AM","2018-10-08","Adult","Gray","Ground Plane","","","true","true","false","false","false","true","false","false","false","false","false","false","true"
"10552","40.7766043512974","-73.9676410497481","15G-PM-1019-05","PM","2018-10-19","Adult","Gray","Above Ground","","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10553","40.7723572030236","-73.9708726050721","10F-AM-1007-02","AM","2018-10-07","Adult","Gray","Above Ground","","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10554","40.7982162223764","-73.9541453465817","42E-PM-1012-06","PM","2018-10-12","Adult","Cinnamon","Ground Plane","","","true","false","false","false","true","false","false","false","false","false","false","false","true"
"10555","40.7842927405327","-73.9683608295976","22B-AM-1013-04","AM","2018-10-13","Adult","Cinnamon","Ground Plane","Under bench","","false","false","false","false","true","false","false","false","false","false","false","false","true"
"10556","40.777338666528","-73.968052057989","15F-PM-1010-06","PM","2018-10-10","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10557","40.7715877863274","-73.9787180870736","5A-AM-1006-05","AM","2018-10-06","Adult","Gray","Ground Plane","near 65th St arch","","false","false","false","false","true","false","false","false","true","false","false","false","true"
"10558","40.7895654068546","-73.9565905868276","32H-PM-1006-01","PM","2018-10-06","","Gray","Above Ground","in the European Beech","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10559","40.7992461674802","-73.9565759733611","42C-AM-1007-02","AM","2018-10-07","","","","","","false","false","false","false","false","false","true","false","false","false","false","false","false"
"10560","40.7987384656256","-73.9551539498306","41D-AM-1014-01","AM","2018-10-14","Adult","Gray","Ground Plane","","digging","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10561","40.7813537959435","-73.9641971813967","21G-PM-1007-01","PM","2018-10-07","Adult","Gray","Ground Plane","","","false","false","false","true","false","false","false","false","true","false","false","true","false"
"10562","40.7768553703082","-73.9692883970928","14E-AM-1008-02","AM","2018-10-08","Adult","Gray","Ground Plane","","walking","true","false","false","false","true","false","false","false","false","false","false","false","true"
"10563","40.7699587019058","-73.9708549670788","7H-PM-1006-04","PM","2018-10-06","Adult","Gray","Above Ground","on tree knob","sitting","false","false","false","false","false","false","false","false","false","false","false","true","false"
"10564","40.7825111950764","-73.9639744005647","22F-AM-1007-01","AM","2018-10-07","Adult","Gray","Ground Plane","","","false","false","true","false","true","false","false","false","false","false","false","true","false"
"10565","40.7712145488828","-73.9730277911422","7F-AM-1008-16","AM","2018-10-08","Juvenile","Gray","Above Ground","tree","","false","false","false","false","false","false","false","false","false","false","false","false","true"
"10566","40.7724691605718","-73.9710541405708","10F-PM-1019-05","PM","2018-10-19","Adult","Black","Above Ground","Behind fence, tree","","false","false","true","false","false","false","false","false","false","false","false","true","false"
"10567","40.7747213585387","-73.9761592532482","10A-AM-1006-04","AM","2018-10-06","Juvenile","Gray","Above Ground","tree near large rock on Bridle Path","walking on branch","false","false","false","false","false","false","false","false","false","true","false","false","false"
"10568","40.7950689723135","-73.9544007658685","38F-PM-1013-05","PM","2018-10-13","Juvenile","Gray","Ground Plane","","being chased,was pushed by other squirrel","false","false","false","false","true","true","true","false","false","false","false","false","false"
"10569","40.799368134968","-73.9575986161364","41B-PM-1014-01","PM","2018-10-14","Adult","Gray","Above Ground","Climbing tree","climbing (tree)","false","false","true","false","false","false","false","false","false","false","false","false","true"
"10570","40.7955418990855","-73.9607701370443","36A-PM-1013-07","PM","2018-10-13","","Gray","Ground Plane","""FIELD""","chasing #8","false","true","false","false","false","false","false","false","false","false","false","false","true"
"10571","40.7705846185121","-73.9764036522984","5C-AM-1006-05","AM","2018-10-06","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10572","40.7908193284981","-73.9589249555235","32E-PM-1017-03","PM","2018-10-17","Adult","Gray","Above Ground","bottom of tree","still","false","false","false","true","false","false","false","false","false","false","false","true","false"
"10573","40.7917685404482","-73.9634623418761","31A-PM-1017-04","PM","2018-10-17","Adult","Gray","Ground Plane","","","false","false","false","true","true","false","false","false","false","false","false","false","false"
"10574","40.7978449143313","-73.9521110154872","42G-AM-1018-03","AM","2018-10-18","Adult","Gray","Ground Plane","","stop to look at me—then ran","true","false","false","false","false","false","false","false","false","false","false","false","true"
"10575","40.7950013620207","-73.9574809028248","37D-PM-1014-04","PM","2018-10-14","Adult","Gray","Ground Plane","","chasing (a chipmunk)","false","true","false","false","true","false","false","false","false","false","false","false","true"
"10576","40.7948509408039","-73.9570437717691","37E-PM-1006-03","PM","2018-10-06","Adult","Gray","Ground Plane","","","true","false","false","false","false","false","false","false","false","false","false","false","true"
"10577","40.7854119342538","-73.967097592707","24B-AM-1013-01","AM","2018-10-13","","Gray","Above Ground","","took nut to bury","true","false","false","true","false","false","false","false","false","true","false","false","true"
"10578","40.7701941550273","-73.9711318790279","7G-AM-1010-02","AM","2018-10-10","Adult","Gray","Above Ground","","","true","false","false","false","false","false","false","false","false","true","false","false","true"
"10579","40.7705409315703","-73.9763243383771","5C-PM-1010-13","PM","2018-10-10","Adult","Gray","Above Ground","way up a tree!","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10580","40.7755181941559","-73.9651754464439","15I-AM-1008-01","AM","2018-10-08","Adult","Gray","Above Ground","tree","","false","false","true","true","false","false","false","false","false","false","false","true","false"
"10581","40.7815739959357","-73.9700100617602","19B-PM-1018-01","PM","2018-10-18","Adult","Gray","Above Ground","","flying","true","false","false","false","false","false","false","false","false","false","false","false","false"
"10582","40.776238547063","-73.971905618214","13D-PM-1018-10","PM","2018-10-18","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","true","false","true","false"
"10583","40.7922896176936","-73.9530040923555","36I-PM-1007-10","PM","2018-10-07","Juvenile","Gray","Ground Plane","","stole (found?) an entire sandwich","false","false","false","true","false","false","false","false","false","false","false","true","false"
"10584","40.7988487300216","-73.9572093760529","41B-AM-1010-06","AM","2018-10-10","Adult","Gray","Above Ground","","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10585","40.7939581069382","-73.9607746337979","35B-AM-1010-01","AM","2018-10-10","Adult","Gray","Ground Plane","lawn","walking w/ something in mouth","false","false","false","false","false","false","false","false","false","false","false","true","false"
"10586","40.7973923396512","-73.9566346046453","40D-PM-1013-01","PM","2018-10-13","Adult","Gray","Ground Plane","","","true","false","false","false","false","false","false","false","false","false","false","false","false"
"10587","40.796382675378","-73.9592038887673","38B-PM-1018-02","PM","2018-10-18","Adult","Gray","Ground Plane","","burying nut","false","false","false","false","true","false","false","false","false","false","false","false","false"
"10588","40.7950813345902","-73.9511118711108","40I-AM-1018-01","AM","2018-10-18","Adult","Cinnamon","Ground Plane","","begging","true","false","false","false","true","false","false","false","false","false","false","false","false"
"10589","40.7729537573035","-73.9769939796382","7B-AM-1008-10","AM","2018-10-08","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10590","40.7763310392591","-73.9712527809516","13D-AM-1014-08","AM","2018-10-14","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","false","true"
"10591","40.7772624641112","-73.9671147090087","16G-AM-1010-03","AM","2018-10-10","Adult","Gray","Ground Plane","","was hanging out w/ #2 until i showed up","false","false","false","false","true","true","false","false","false","false","false","false","true"
"10592","40.7982597947515","-73.9588660250232","40A-AM-1010-03","AM","2018-10-10","Adult","Gray","Ground Plane","bottom of great hill","","false","false","false","true","true","false","false","false","true","false","false","true","true"
"10593","40.7761841788025","-73.9651601541795","15I-PM-1012-07","PM","2018-10-12","Adult","Cinnamon","Ground Plane","","","true","false","false","false","true","false","false","false","false","false","false","false","false"
"10594","40.7693711799946","-73.9792155473689","3B-PM-1007-11","PM","2018-10-07","Adult","Gray","Above Ground","in tree","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10595","40.7828778892276","-73.9664100504436","21D-AM-1008-02","AM","2018-10-08","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","true","false","true","false"
"10596","40.7748467061969","-73.9746229094643","10B-PM-1014-05","PM","2018-10-14","Adult","Gray","Ground Plane","","","false","false","false","true","true","false","false","false","false","true","false","false","false"
"10597","40.7761092972965","-73.9705092958892","13E-PM-1008-07","PM","2018-10-08","Adult","Gray","Ground Plane","","","false","false","false","true","true","false","false","false","false","false","false","true","false"
"10598","40.7997708190022","-73.9581655949437","41A-PM-1007-06","PM","2018-10-07","Adult","Black","Ground Plane","","","true","false","true","true","false","false","false","false","false","false","false","false","true"
"10599","40.7662992317575","-73.9755560786227","2F-AM-1006-05","AM","2018-10-06","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","false","false"
"10600","40.7828208083804","-73.9696433533986","20B-AM-1007-01","AM","2018-10-07","Adult","Gray","Ground Plane","","quietly","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10601","40.787896428768","-73.9664711607022","26A-PM-1006-06","PM","2018-10-06","Adult","Gray","Ground Plane","Tree 90th left 90th & 89","","false","false","true","false","false","false","false","false","true","false","false","false","false"
"10602","40.7933755266787","-73.9575943815564","35E-PM-1006-07","PM","2018-10-06","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","true"
"10603","40.7728877377977","-73.9694168118643","11G-PM-1013-01","PM","2018-10-13","Adult","Gray","Above Ground","In the Woods/Brush","","false","false","true","false","true","false","false","false","false","false","false","false","true"
"10604","40.7925807808307","-73.9528682507794","36I-PM-1007-13","PM","2018-10-07","Adult","Gray","Ground Plane","","","false","false","false","true","false","false","false","false","false","true","true","false","false"
"10605","40.7724665036447","-73.9782417115139","7A-AM-1006-01","AM","2018-10-06","Adult","Gray","Above Ground","in tree","","false","false","false","false","true","false","true","false","false","true","false","false","false"
"10606","40.7700750802317","-73.9721442939797","7G-PM-1018-03","PM","2018-10-18","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","false","false"
"10607","40.7769884612305","-73.969847380865","14E-AM-1008-05","AM","2018-10-08","Adult","Gray","Above Ground","","nest building","false","false","true","false","false","false","false","false","false","false","false","true","false"
"10608","40.7684838168207","-73.9768652785664","3D-PM-1010-03","PM","2018-10-10","Adult","Cinnamon","Ground Plane","","","false","false","false","false","false","false","false","false","false","false","false","false","false"
"10609","40.793758098573","-73.9590992841423","35D-PM-1013-09","PM","2018-10-13","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10610","40.7705711897977","-73.9724063986771","7F-PM-1012-01","PM","2018-10-12","Adult","Gray","Ground Plane","","","true","false","false","false","false","false","false","false","false","false","false","true","false"
"10611","40.7787872561177","-73.9661361310677","18G-PM-1013-01","PM","2018-10-13","Adult","Gray","Ground Plane","","burying","false","false","false","true","true","false","false","false","false","false","false","false","true"
"10612","40.7701304211944","-73.9730750601212","6F-PM-1008-01","PM","2018-10-08","Adult","Gray","Above Ground","","","false","true","false","false","false","false","false","false","false","false","false","false","false"
"10613","40.7720868124544","-73.971970670614","9F-AM-1013-04","AM","2018-10-13","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","false","false"
"10614","40.7951044378207","-73.95621174551","38E-AM-1010-09","AM","2018-10-10","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10615","40.7905423546155","-73.9564023626619","33G-AM-1013-02","AM","2018-10-13","Adult","Gray","Above Ground","shelter in hole in tree","","false","false","true","false","false","false","false","false","false","false","false","true","true"
"10616","40.7952475548048","-73.9532620128307","39G-AM-1018-01","AM","2018-10-18","Adult","Gray","Ground Plane","","dead (something ran over it)","false","false","false","false","false","false","false","false","false","false","false","false","false"
"10617","40.7904409912437","-73.9576349321357","32G-PM-1013-03","PM","2018-10-13","Juvenile","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10618","40.7686351097159","-73.9763430829342","4D-PM-1008-11","PM","2018-10-08","Adult","Cinnamon","Above Ground","on tree facing downward","chased #12","false","true","false","false","false","true","false","false","true","false","false","false","true"
"10619","40.7694886645194","-73.9714789136757","6H-AM-1008-01","AM","2018-10-08","Adult","Cinnamon","Ground Plane","","","false","false","false","true","false","false","false","false","false","false","false","false","false"
"10620","40.7697883435981","-73.9755133710665","5E-AM-1008-08","AM","2018-10-08","Adult","Gray","Ground Plane","","","true","false","false","false","false","false","false","false","false","false","false","true","false"
"10621","40.7773295419104","-73.9702348982803","15D-PM-1017-01","PM","2018-10-17","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","false","false","true","false"
"10622","40.7781658424866","-73.9686056085297","16E-AM-1014-03","AM","2018-10-14","Adult","Gray","Ground Plane","","","false","false","false","true","true","false","false","false","false","false","true","false","false"
"10623","40.7949598486683","-73.9522142360388","39H-PM-1013-02","PM","2018-10-13","Juvenile","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","true","false","true","false"
"10624","40.7972751877447","-73.9576589997493","39C-PM-1006-02","PM","2018-10-06","Adult","Gray","Above Ground","","","false","false","true","false","false","false","false","false","false","false","false","false","false"
"10625","40.7915700446878","-73.9637946878735","31A-AM-1010-04","AM","2018-10-10","Adult","Gray","Ground Plane","","","false","false","false","false","true","false","false","false","false","true","false","false","false"
"10626","40.7723889726647","-73.9710991123992","9F-PM-1014-02","PM","2018-10-14","Adult","Gray","Ground Plane","","","false","false","false","true","false","false","false","false","false","false","false","true","false"
